因子代码,曾用名,开始时间,结束时间,研发状态,因子说明,数据类型,指数及指数列名,分钟指数及指数列名,选股指数,衍生因子,更新方式,是否盘口因子,因子平滑方式,备注,因子数据分布特征,1日rankIC,5日rankIC,20日rankIC,,,,
hf_kht_016[5],hf_kht_016[5],2021-03-25,2021-03-25,入库,开盘半小时到收盘的收益率,code_min,None,None,None,否,增量,否,None,刻画开盘后第一个半小时之后的价格特征,,-0.050023712,-0.05149106,-0.05073395,,,,
hf_kht_016[10],hf_kht_016[10],2021-03-25,2021-03-25,入库,开盘半小时到收盘的收益率,code_min,None,None,None,否,增量,否,None,刻画开盘后第一个半小时之后的价格特征,,-0.042674635,-0.054787303,-0.063549723,,,,
hf_kht_016[20],hf_kht_016[20],2021-03-25,2021-03-25,入库,开盘半小时到收盘的收益率,code_min,None,None,None,否,增量,否,None,刻画开盘后第一个半小时之后的价格特征,,-0.040047545,-0.0632853,-0.072952609,,,,
hf_kht_017[1],hf_kht_017[1],2021-03-10,2021-03-10,测试,开盘后半小时的分钟成交量与价格相关性,code_min,None,None,None,否,增量,否,None,刻画开盘后第一个半小时的量价特征,,-0.015902364,-0.01354599,,,,,
hf_kht_017[2],hf_kht_017[2],2021-03-25,2021-03-25,测试,开盘后半小时的分钟成交量与价格相关性,code_min,None,None,None,否,增量,否,None,刻画开盘后第一个半小时的量价特征,,-0.018099623,-0.016918327,,,,,
hf_kht_017[3],hf_kht_017[3],2021-03-25,2021-03-25,测试,开盘后半小时的分钟成交量与价格相关性,code_min,None,None,None,否,增量,否,None,刻画开盘后第一个半小时的量价特征,,-0.017955587,-0.018284235,0.006244448,,,,
hf_kht_017[5],hf_kht_017[5],2021-03-25,2021-03-25,测试,开盘后半小时的分钟成交量与价格相关性,code_min,None,None,None,否,增量,否,None,刻画开盘后第一个半小时的量价特征,,-0.020603212,-0.019224945,0.007971407,,,,
hf_kht_017[10],hf_kht_017[10],2021-03-25,2021-03-25,测试,开盘后半小时的分钟成交量与价格相关性,code_min,None,None,None,否,增量,否,None,刻画开盘后第一个半小时的量价特征,,-0.016856486,-0.018285817,0.012428371,,,,
hf_kht_017[20],hf_kht_017[20],2021-03-25,2021-03-25,测试,开盘后半小时的分钟成交量与价格相关性,code_min,None,None,None,否,增量,否,None,刻画开盘后第一个半小时的量价特征,,-0.014570027,-0.018917093,,,,,
hf_kht_018[1],hf_kht_018[1],2021-03-10,2021-03-10,测试,开盘后半小时的分钟成交量与收益率相关性,code_min,None,None,None,否,增量,否,None,刻画开盘后第一个半小时的量价特征,,0.000677426,0.011759418,,,,,
hf_kht_018[2],hf_kht_018[2],2021-03-25,2021-03-25,测试,开盘后半小时的分钟成交量与收益率相关性,code_min,None,None,None,否,增量,否,None,刻画开盘后第一个半小时的量价特征,,0.003236216,0.015660522,,,,,
hf_kht_018[3],hf_kht_018[3],2021-03-25,2021-03-25,测试,开盘后半小时的分钟成交量与收益率相关性,code_min,None,None,None,否,增量,否,None,刻画开盘后第一个半小时的量价特征,,0.00511446,0.017767588,0.023961974,,,,
hf_kht_018[5],hf_kht_018[5],2021-03-25,2021-03-25,测试,开盘后半小时的分钟成交量与收益率相关性,code_min,None,None,None,否,增量,否,None,刻画开盘后第一个半小时的量价特征,,0.002543009,0.01895754,0.028850127,,,,
hf_kht_018[10],hf_kht_018[10],2021-03-25,2021-03-25,测试,开盘后半小时的分钟成交量与收益率相关性,code_min,None,None,None,否,增量,否,None,刻画开盘后第一个半小时的量价特征,,0.005450841,0.023122959,,,,,
hf_kht_018[20],hf_kht_018[20],2021-03-25,2021-03-25,测试,开盘后半小时的分钟成交量与收益率相关性,code_min,None,None,None,否,增量,否,None,刻画开盘后第一个半小时的量价特征,,0.007367697,0.023060529,,,,,
hf_kht_019[1],hf_kht_019[1],2021-03-12,2021-03-12,测试,开盘后半小时的分钟成交量与下一时刻收益率相关性,code_min,None,None,None,否,增量,否,None,刻画开盘后第一个半小时的量价特征,,0.006225606,0.005829702,-0.000434952,,,,
hf_kht_019[2],hf_kht_019[2],2021-03-25,2021-03-25,测试,开盘后半小时的分钟成交量与下一时刻收益率相关性,code_min,None,None,None,否,增量,否,None,刻画开盘后第一个半小时的量价特征,,0.006432493,0.007014092,,,,,
hf_kht_019[3],hf_kht_019[3],2021-03-25,2021-03-25,测试,开盘后半小时的分钟成交量与下一时刻收益率相关性,code_min,None,None,None,否,增量,否,None,刻画开盘后第一个半小时的量价特征,,0.006218278,0.008325536,-0.000184936,,,,
hf_kht_019[5],hf_kht_019[5],2021-03-25,2021-03-25,测试,开盘后半小时的分钟成交量与下一时刻收益率相关性,code_min,None,None,None,否,增量,否,None,刻画开盘后第一个半小时的量价特征,,0.007634435,0.01016361,,,,,
hf_kht_019[10],hf_kht_019[10],2021-03-25,2021-03-25,测试,开盘后半小时的分钟成交量与下一时刻收益率相关性,code_min,None,None,None,否,增量,否,None,刻画开盘后第一个半小时的量价特征,,0.007278305,0.011263919,,,,,
hf_kht_019[20],hf_kht_019[20],2021-03-25,2021-03-25,测试,开盘后半小时的分钟成交量与下一时刻收益率相关性,code_min,None,None,None,否,增量,否,None,刻画开盘后第一个半小时的量价特征,,0.006532596,0.012755492,-0.015550899,,,,
hf_kht_020[1],hf_kht_020[1],2021-03-12,2021-03-12,测试,开盘后半小时的分钟成交量与上一时刻收益率相关性,code_min,None,None,None,否,增量,否,None,刻画开盘后第一个半小时的量价特征,,-0.007249337,-0.001332595,0.001685429,,,,
hf_kht_020[2],hf_kht_020[2],2021-03-25,2021-03-25,测试,开盘后半小时的分钟成交量与上一时刻收益率相关性,code_min,None,None,None,否,增量,否,None,刻画开盘后第一个半小时的量价特征,,-0.007380372,-0.002632783,0.000329978,,,,
hf_kht_020[3],hf_kht_020[3],2021-03-25,2021-03-25,测试,开盘后半小时的分钟成交量与上一时刻收益率相关性,code_min,None,None,None,否,增量,否,None,刻画开盘后第一个半小时的量价特征,,-0.006771383,-0.00295942,0.000561822,,,,
hf_kht_020[5],hf_kht_020[5],2021-03-25,2021-03-25,测试,开盘后半小时的分钟成交量与上一时刻收益率相关性,code_min,None,None,None,否,增量,否,None,刻画开盘后第一个半小时的量价特征,,-0.010824638,-0.004141072,,,,,
hf_kht_020[10],hf_kht_020[10],2021-03-25,2021-03-25,测试,开盘后半小时的分钟成交量与上一时刻收益率相关性,code_min,None,None,None,否,增量,否,None,刻画开盘后第一个半小时的量价特征,,-0.008447032,-0.00339418,,,,,
hf_kht_020[20],hf_kht_020[20],2021-03-25,2021-03-25,测试,开盘后半小时的分钟成交量与上一时刻收益率相关性,code_min,None,None,None,否,增量,否,None,刻画开盘后第一个半小时的量价特征,,-0.007605812,-0.009287025,-0.000342165,,,,
hf_kht_021[1],hf_kht_021[1],2021-03-12,2021-03-12,入库,大成交量对应的收益率标准差(分钟成交量前1/3),code_min,None,None,None,否,增量,否,None,刻画大成交量的收益率特征,大于等于0,-0.041599045,-0.059614276,-0.070335891,,,,
hf_kht_021[2],hf_kht_021[2],2021-03-25,2021-03-25,入库,大成交量对应的收益率标准差(分钟成交量前1/3),code_min,None,None,None,否,增量,否,None,刻画大成交量的收益率特征,大于等于0,-0.043676342,-0.063199819,-0.075715665,,,,
hf_kht_021[3],hf_kht_021[3],2021-03-25,2021-03-25,入库,大成交量对应的收益率标准差(分钟成交量前1/3),code_min,None,None,None,否,增量,否,None,刻画大成交量的收益率特征,大于等于0,-0.043914061,-0.064880731,-0.078907982,,,,
hf_kht_021[5],hf_kht_021[5],2021-03-25,2021-03-25,入库,大成交量对应的收益率标准差(分钟成交量前1/3),code_min,None,None,None,否,增量,否,None,刻画大成交量的收益率特征,大于等于0,-0.044022443,-0.066061948,-0.082231637,,,,
hf_kht_021[10],hf_kht_021[10],2021-03-25,2021-03-25,入库,大成交量对应的收益率标准差(分钟成交量前1/3),code_min,None,None,None,否,增量,否,None,刻画大成交量的收益率特征,大于等于0,-0.04070604,-0.067458436,-0.084597982,,,,
hf_kht_021[20],hf_kht_021[20],2021-03-25,2021-03-25,测试,大成交量对应的收益率标准差(分钟成交量前1/3),code_min,None,None,None,否,增量,否,None,刻画大成交量的收益率特征,,-0.036728703,-0.063882089,-0.096418999,,,,
hf_kht_022[1],hf_kht_022[1],2021-03-12,2021-03-12,测试,大成交量对应的收益率偏度(分钟成交量前1/3),code_min,None,None,None,否,增量,否,None,刻画大成交量的收益率特征,,-0.016011401,-0.01560454,,,,,
hf_kht_022[2],hf_kht_022[2],2021-03-25,2021-03-25,测试,大成交量对应的收益率偏度(分钟成交量前1/3),code_min,None,None,None,否,增量,否,None,刻画大成交量的收益率特征,,-0.01692313,-0.018541653,,,,,
hf_kht_022[3],hf_kht_022[3],2021-03-25,2021-03-25,测试,大成交量对应的收益率偏度(分钟成交量前1/3),code_min,None,None,None,否,增量,否,None,刻画大成交量的收益率特征,,-0.018255357,-0.021485949,,,,,
hf_kht_022[5],hf_kht_022[5],2021-03-25,2021-03-25,测试,大成交量对应的收益率偏度(分钟成交量前1/3),code_min,None,None,None,否,增量,否,None,刻画大成交量的收益率特征,,-0.023689279,-0.026151478,,,,,
hf_kht_022[10],hf_kht_022[10],2021-03-25,2021-03-25,测试,大成交量对应的收益率偏度(分钟成交量前1/3),code_min,None,None,None,否,增量,否,None,刻画大成交量的收益率特征,,-0.0225184,-0.029892246,-0.071366394,,,,
hf_kht_022[20],hf_kht_022[20],2021-03-25,2021-03-25,测试,大成交量对应的收益率偏度(分钟成交量前1/3),code_min,None,None,None,否,增量,否,None,刻画大成交量的收益率特征,,-0.021956755,-0.03502634,-0.080150569,,,,
hf_kht_023[1],hf_kht_023[1],2021-03-12,2021-03-12,测试,大成交量对应的收益率峰度(分钟成交量前1/3),code_min,None,None,None,否,增量,否,None,刻画大成交量的收益率特征,,-0.012744303,-0.021959893,-0.028410638,,,,
hf_kht_023[2],hf_kht_023[2],2021-03-25,2021-03-25,测试,大成交量对应的收益率峰度(分钟成交量前1/3),code_min,None,None,None,否,增量,否,None,刻画大成交量的收益率特征,,-0.016990719,-0.02795725,-0.036442276,,,,
hf_kht_023[3],hf_kht_023[3],2021-03-25,2021-03-25,测试,大成交量对应的收益率峰度(分钟成交量前1/3),code_min,None,None,None,否,增量,否,None,刻画大成交量的收益率特征,,-0.01848189,-0.031249015,,,,,
hf_kht_023[5],hf_kht_023[5],2021-03-25,2021-03-25,入库,大成交量对应的收益率峰度(分钟成交量前1/3),code_min,None,None,None,否,增量,否,None,刻画大成交量的收益率特征,绝大部分大于-2,-0.021283185,-0.035984843,-0.04645562,,,,
hf_kht_023[10],hf_kht_023[10],2021-03-25,2021-03-25,入库,大成交量对应的收益率峰度(分钟成交量前1/3),code_min,None,None,None,否,增量,否,None,刻画大成交量的收益率特征,绝大部分大于-2,-0.02260076,-0.039542148,-0.051696382,,,,
hf_kht_023[20],hf_kht_023[20],2021-03-25,2021-03-25,测试,大成交量对应的收益率峰度(分钟成交量前1/3),code_min,None,None,None,否,增量,否,None,刻画大成交量的收益率特征,,-0.022075103,-0.039608446,,,,,
hf_kht_024[1],hf_kht_024[1],2021-03-12,2021-03-12,入库,大成交量方差占比,code_min,None,None,None,否,增量,否,None,刻画大成交量的标准差特征与分钟数据标准特征的对比,大于等于0,-0.03610952,-0.053452629,-0.066045412,,,,
hf_kht_024[2],hf_kht_024[2],2021-03-25,2021-03-25,入库,大成交量方差占比,code_min,None,None,None,否,增量,否,None,刻画大成交量的标准差特征与分钟数据标准特征的对比,大于等于0,-0.040973921,-0.061677195,-0.078221919,,,,
hf_kht_024[3],hf_kht_024[3],2021-03-25,2021-03-25,入库,大成交量方差占比,code_min,None,None,None,否,增量,否,None,刻画大成交量的标准差特征与分钟数据标准特征的对比,大于等于0,-0.041575301,-0.065650313,-0.084643132,,,,
hf_kht_024[5],hf_kht_024[5],2021-03-25,2021-03-25,入库,大成交量方差占比,code_min,None,None,None,否,增量,否,None,刻画大成交量的标准差特征与分钟数据标准特征的对比,大于等于0,-0.043292857,-0.069295924,-0.09163624,,,,
hf_kht_024[10],hf_kht_024[10],2021-03-25,2021-03-25,入库,大成交量方差占比,code_min,None,None,None,否,增量,否,None,刻画大成交量的标准差特征与分钟数据标准特征的对比,大于等于0,-0.039520867,-0.069726907,-0.095248456,,,,
hf_kht_024[20],hf_kht_024[20],2021-03-25,2021-03-25,测试,大成交量方差占比,code_min,None,None,None,否,增量,否,None,刻画大成交量的标准差特征与分钟数据标准特征的对比,,-0.034179198,-0.064772556,-0.070071147,,,,
hf_kht_025[1],hf_kht_025[1],2021-03-12,2021-03-12,入库,大成交量对应的成交量与价格的相关性,code_min,None,None,None,否,增量,否,None,刻画大成交量的量价特征,在-1到1之间,-0.040663591,-0.044978468,-0.036502404,,,,
hf_kht_025[2],hf_kht_025[2],2021-03-25,2021-03-25,入库,大成交量对应的成交量与价格的相关性,code_min,None,None,None,否,增量,否,None,刻画大成交量的量价特征,在-1到1之间,-0.048485679,-0.053500601,-0.046676598,,,,
hf_kht_025[3],hf_kht_025[3],2021-03-25,2021-03-25,入库,大成交量对应的成交量与价格的相关性,code_min,None,None,None,否,增量,否,None,刻画大成交量的量价特征,在-1到1之间,-0.048070712,-0.056313936,-0.052181688,,,,
hf_kht_025[5],hf_kht_025[5],2021-03-25,2021-03-25,入库,大成交量对应的成交量与价格的相关性,code_min,None,None,None,否,增量,否,None,刻画大成交量的量价特征,在-1到1之间,-0.049541915,-0.057891539,-0.05864161,,,,
hf_kht_025[10],hf_kht_025[10],2021-03-25,2021-03-25,入库,大成交量对应的成交量与价格的相关性,code_min,None,None,None,否,增量,否,None,刻画大成交量的量价特征,在-1到1之间,-0.042171868,-0.058826176,-0.066442245,,,,
hf_kht_025[20],hf_kht_025[20],2021-03-25,2021-03-25,入库,大成交量对应的成交量与价格的相关性,code_min,None,None,None,否,增量,否,None,刻画大成交量的量价特征,在-1到1之间,-0.03748802,-0.059167144,-0.071471024,,,,
hf_kht_026[1],hf_kht_026[1],2021-03-12,2021-03-12,入库,大成交量对应的成交量与收益率的相关性,code_min,None,None,None,否,增量,否,None,刻画大成交量的量价特征,在-1到1之间,-0.029217926,-0.023967722,-0.006509619,,,,
hf_kht_026[2],hf_kht_026[2],2021-03-25,2021-03-25,测试,大成交量对应的成交量与收益率的相关性,code_min,None,None,None,否,增量,否,None,刻画大成交量的量价特征,,-0.033273106,-0.027088452,,,,,
hf_kht_026[3],hf_kht_026[3],2021-03-25,2021-03-25,测试,大成交量对应的成交量与收益率的相关性,code_min,None,None,None,否,增量,否,None,刻画大成交量的量价特征,,-0.031724784,-0.027829793,-0.007483429,,,,
hf_kht_026[5],hf_kht_026[5],2021-03-25,2021-03-25,测试,大成交量对应的成交量与收益率的相关性,code_min,None,None,None,否,增量,否,None,刻画大成交量的量价特征,,-0.036308998,-0.028064656,-0.008149271,,,,
hf_kht_026[10],hf_kht_026[10],2021-03-25,2021-03-25,测试,大成交量对应的成交量与收益率的相关性,code_min,None,None,None,否,增量,否,None,刻画大成交量的量价特征,,-0.028601781,-0.025552775,-0.008059584,,,,
hf_kht_026[20],hf_kht_026[20],2021-03-25,2021-03-25,测试,大成交量对应的成交量与收益率的相关性,code_min,None,None,None,否,增量,否,None,刻画大成交量的量价特征,,-0.024343321,-0.028908013,-0.013093188,,,,
hf_kht_027[1],hf_kht_027[1],2021-03-12,2021-03-12,入库,大成交量对应的成交量与上一时刻收益率的相关性,code_min,None,None,None,否,增量,否,None,刻画大成交量的量价特征,在-1到1之间,-0.03546393,-0.034629564,-0.016149645,,,,
hf_kht_027[2],hf_kht_027[2],2021-03-25,2021-03-25,入库,大成交量对应的成交量与上一时刻收益率的相关性,code_min,None,None,None,否,增量,否,None,刻画大成交量的量价特征,在-1到1之间,-0.041989946,-0.04376483,-0.036765948,,,,
hf_kht_027[3],hf_kht_027[3],2021-03-25,2021-03-25,入库,大成交量对应的成交量与上一时刻收益率的相关性,code_min,None,None,None,否,增量,否,None,刻画大成交量的量价特征,在-1到1之间,-0.042060358,-0.046801878,-0.042680454,,,,
hf_kht_027[5],hf_kht_027[5],2021-03-25,2021-03-25,入库,大成交量对应的成交量与上一时刻收益率的相关性,code_min,None,None,None,否,增量,否,None,刻画大成交量的量价特征,在-1到1之间,-0.048292182,-0.049714483,-0.052213891,,,,
hf_kht_027[10],hf_kht_027[10],2021-03-25,2021-03-25,入库,大成交量对应的成交量与上一时刻收益率的相关性,code_min,None,None,None,否,增量,否,None,刻画大成交量的量价特征,在-1到1之间,-0.041919694,-0.051288484,-0.065465749,,,,
hf_kht_027[20],hf_kht_027[20],2021-03-25,2021-03-25,入库,大成交量对应的成交量与上一时刻收益率的相关性,code_min,None,None,None,否,增量,否,None,刻画大成交量的量价特征,在-1到1之间,-0.039578849,-0.060403318,-0.07967268,,,,
hf_kht_028[1],hf_kht_028[1],2021-03-12,2021-03-12,测试,大成交量对应的成交量与下一时刻收益率的相关性,code_min,None,None,None,否,增量,否,None,刻画大成交量的量价特征,,0.005554119,0.006782285,,,,,
hf_kht_028[2],hf_kht_028[2],2021-03-25,2021-03-25,测试,大成交量对应的成交量与下一时刻收益率的相关性,code_min,None,None,None,否,增量,否,None,刻画大成交量的量价特征,,0.004678937,0.008788567,,,,,
hf_kht_028[3],hf_kht_028[3],2021-03-25,2021-03-25,测试,大成交量对应的成交量与下一时刻收益率的相关性,code_min,None,None,None,否,增量,否,None,刻画大成交量的量价特征,,0.004976502,0.011366608,,,,,
hf_kht_028[5],hf_kht_028[5],2021-03-25,2021-03-25,测试,大成交量对应的成交量与下一时刻收益率的相关性,code_min,None,None,None,否,增量,否,None,刻画大成交量的量价特征,,0.00699916,0.014985229,0.003446508,,,,
hf_kht_028[10],hf_kht_028[10],2021-03-25,2021-03-25,测试,大成交量对应的成交量与下一时刻收益率的相关性,code_min,None,None,None,否,增量,否,None,刻画大成交量的量价特征,,0.009260219,0.019706507,,,,,
hf_kht_028[20],hf_kht_028[20],2021-03-25,2021-03-25,测试,大成交量对应的成交量与下一时刻收益率的相关性,code_min,None,None,None,否,增量,否,None,刻画大成交量的量价特征,,0.009035487,0.019629101,,,,,
hf_kht_029[],hf_kht_029[],2021-03-16,2021-03-16,测试,机构买入金额，单笔成交额大于100万元,date_trade,None,None,None,否,增量,否,None,刻画资金流向的因子,,-0.024163709,-0.03623981,,,,,
hf_kht_030[],hf_kht_030[],2021-03-16,2021-03-16,测试,机构卖出金额，单笔成交额大于100万元,date_trade,None,None,None,否,增量,否,None,刻画资金流向的因子,,-0.024671749,-0.03942871,,,,,
hf_kht_031[],hf_kht_031[],2021-03-16,2021-03-16,测试,大户买入金额，单笔成交额?20?万元至?100?万元之间,date_trade,None,None,None,否,增量,否,None,刻画资金流向的因子,,-0.03873708,-0.060100897,,,,,
hf_kht_032[],hf_kht_032[],2021-03-16,2021-03-16,测试,大户卖出金额，单笔成交额?20?万元至?100?万元之间,date_trade,None,None,None,否,增量,否,None,刻画资金流向的因子,,-0.037477673,-0.060259403,,,,,
hf_kht_033[],hf_kht_033[],2021-03-16,2021-03-16,测试,中户买入金额，单笔成交额?4?万元到?20?万元之间,date_trade,None,None,None,否,增量,否,None,刻画资金流向的因子,,-0.047400742,-0.077262779,,,,,
hf_kht_034[],hf_kht_034[],2021-03-16,2021-03-16,测试,中户卖出金额，单笔成交额?4?万元到?20?万元之间,date_trade,None,None,None,否,增量,否,None,刻画资金流向的因子,,-0.046774646,-0.07757155,,,,,
hf_kht_035[],hf_kht_035[],2021-03-16,2021-03-16,测试,散户买入金额，单笔成交额小于?4?万元,date_trade,None,None,None,否,增量,否,None,刻画资金流向的因子,,-0.050936778,-0.084853058,,,,,
hf_kht_036[],hf_kht_036[],2021-03-16,2021-03-16,测试,散户卖出金额，单笔成交额小于?4?万元,date_trade,None,None,None,否,增量,否,None,刻画资金流向的因子,,-0.052145831,-0.087634641,,,,,
hf_kht_037[],hf_kht_037[],2021-03-16,2021-03-16,测试,机构净买入金额,date_trade,None,None,None,否,增量,否,None,刻画资金流向的因子,,0.001818772,0.006375166,,,,,
hf_kht_038[],hf_kht_038[],2021-03-16,2021-03-16,测试,大户净买入金额,date_trade,None,None,None,否,增量,否,None,刻画资金流向的因子,,-0.00635316,0.00056139,,,,,
hf_kht_039[],hf_kht_039[],2021-03-16,2021-03-16,测试,中户净买入金额,date_trade,None,None,None,否,增量,否,None,刻画资金流向的因子,,-0.007993085,0.002561973,,,,,
hf_kht_040[],hf_kht_040[],2021-03-16,2021-03-16,测试,散户净买入金额,date_trade,None,None,None,否,增量,否,None,刻画资金流向的因子,,-0.000509377,0.014314574,,,,,
hf_kht_041[],hf_kht_041[],2021-03-16,2021-03-16,测试,开盘资金流入率，10?点前的资金净流入量/10?点前的成交股数,date_trade,None,None,None,否,增量,否,None,刻画资金流向的因子,,0.00140639,0.008530327,,,,,
hf_kht_042[],hf_kht_042[],2021-03-16,2021-03-16,测试,尾盘资金流入率，14:30 后的资金净流入量/14:30 后的成交股数,date_trade,None,None,None,否,增量,否,None,刻画资金流向的因子,,-0.013235597,-0.008261465,,,,,
hf_lsy_001[1-1-8],hf_lsy_001[1-1-8],2021-03-11,2021-03-11,入库,全天分钟收益率均值,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,绝大部分在-0.2到0.2之间,-0.023137427,-0.019159131,-0.009305404,,,,
hf_lsy_001[2-1-8],hf_lsy_001[2-1-8],2021-03-25,2021-03-25,入库,全天分钟收益率均值（2天平滑）,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,绝大部分在-0.2到0.2之间,-0.032208888,-0.032913985,-0.020520992,,,,
hf_lsy_001[3-1-8],hf_lsy_001[3-1-8],2021-03-25,2021-03-25,入库,全天分钟收益率均值（3天平滑）,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,绝大部分在-0.2到0.2之间,-0.035757777,-0.038469111,-0.027618923,,,,
hf_lsy_001[5-1-8],hf_lsy_001[5-1-8],2021-03-25,2021-03-25,入库,全天分钟收益率均值（5天平滑）,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,绝大部分在-0.2到0.2之间,-0.047434615,-0.042158265,-0.037922701,,,,
hf_lsy_001[10-1-8],hf_lsy_001[10-1-8],2021-03-25,2021-03-25,测试,全天分钟收益率均值（10天平滑）,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.039846427,-0.044849181,,,,,
hf_lsy_001[20-1-8],hf_lsy_001[20-1-8],2021-03-25,2021-03-25,入库,全天分钟收益率均值（20天平滑）,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,绝大部分在-0.2到0.2之间,-0.03860507,-0.059547048,-0.069669471,,,,
hf_lsy_001[1-1-1],hf_lsy_001[1-1-1],2021-03-11,2021-03-11,入库,9：30-10：00分钟收益率均值,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,绝大部分在-0.2到0.2之间,0.00478418,0.013847977,0.017721586,,,,
hf_lsy_001[2-1-1],hf_lsy_001[2-1-1],2021-03-25,2021-03-25,入库,9：30-10：00分钟收益率均值（2天平滑）,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,绝大部分在-0.2到0.2之间,0.00195663,0.008733018,0.015559363,,,,
hf_lsy_001[3-1-1],hf_lsy_001[3-1-1],2021-03-25,2021-03-25,入库,9：30-10：00分钟收益率均值（3天平滑）,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,绝大部分在-0.2到0.2之间,0.000559139,0.006273475,0.013143672,,,,
hf_lsy_001[5-1-1],hf_lsy_001[5-1-1],2021-03-25,2021-03-25,入库,9：30-10：00分钟收益率均值（5天平滑）,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,绝大部分在-0.2到0.2之间,-0.007371097,0.002990493,0.00795372,,,,
hf_lsy_001[10-1-1],hf_lsy_001[10-1-1],2021-03-25,2021-03-25,测试,9：30-10：00分钟收益率均值（10天平滑）,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.006198445,0.00079821,,,,,
hf_lsy_001[20-1-1],hf_lsy_001[20-1-1],2021-03-25,2021-03-25,测试,9：30-10：00分钟收益率均值（20天平滑）,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.007395294,-0.009075387,,,,,
hf_lsy_001[1-2-7],hf_lsy_001[1-1-1],2021-03-11,2021-03-11,入库,10：00-14：30分钟收益率均值,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,绝大部分在-0.2到0.2之间,-0.016088344,-0.016371555,-0.013195228,,,,
hf_lsy_001[2-2-7],hf_lsy_001[2-2-7],2021-03-25,2021-03-25,入库,10：00-14：30分钟收益率均值（2天平滑）,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,绝大部分在-0.2到0.2之间,-0.021447645,-0.026875669,-0.024494386,,,,
hf_lsy_001[3-2-7],hf_lsy_001[3-2-7],2021-03-25,2021-03-25,入库,10：00-14：30分钟收益率均值（3天平滑）,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,绝大部分在-0.2到0.2之间,-0.025388024,-0.033062316,-0.032565413,,,,
hf_lsy_001[5-2-7],hf_lsy_001[5-2-7],2021-03-25,2021-03-25,入库,10：00-14：30分钟收益率均值（5天平滑）,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,绝大部分在-0.2到0.2之间,-0.035117364,-0.038528792,-0.043272266,,,,
hf_lsy_001[10-2-7],hf_lsy_001[10-2-7],2021-03-25,2021-03-25,测试,10：00-14：30分钟收益率均值（10天平滑）,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.032199252,-0.044471232,-0.030696791,,,,
hf_lsy_001[20-2-7],hf_lsy_001[20-2-7],2021-03-25,2021-03-25,入库,10：00-14：30分钟收益率均值（20天平滑）,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,绝大部分在-0.2到0.2之间,-0.032830345,-0.056125673,-0.069246163,,,,
hf_lsy_001[1-8-8],hf_lsy_001[1-1-1],2021-03-11,2021-03-11,入库,14：30-15：00分钟收益率均值,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,绝大部分在-0.2到0.2之间,-0.037877309,-0.03317514,-0.015119942,,,,
hf_lsy_001[2-8-8],hf_lsy_001[2-8-8],2021-03-25,2021-03-25,入库,14：30-15：00分钟收益率均值（2天平滑）,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,绝大部分在-0.2到0.2之间,-0.045703104,-0.040285274,-0.020720541,,,,
hf_lsy_001[3-8-8],hf_lsy_001[3-8-8],2021-03-25,2021-03-25,入库,14：30-15：00分钟收益率均值（3天平滑）,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,绝大部分在-0.2到0.2之间,-0.0442,-0.039512388,-0.021235277,,,,
hf_lsy_001[5-8-8],hf_lsy_001[5-8-8],2021-03-25,2021-03-25,测试,14：30-15：00分钟收益率均值（5天平滑）,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.040717166,-0.034732245,-0.002914299,,,,
hf_lsy_001[10-8-8],hf_lsy_001[10-8-8],2021-03-25,2021-03-25,入库,14：30-15：00分钟收益率均值（10天平滑）,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,绝大部分在-0.2到0.2之间,-0.028974615,-0.028124762,-0.017177133,,,,
hf_lsy_001[20-8-8],hf_lsy_001[20-8-8],2021-03-25,2021-03-25,入库,14：30-15：00分钟收益率均值,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,绝大部分在-0.2到0.2之间,-0.019576732,-0.020626135,-0.010379225,,,,
