         29650667 function calls (29094292 primitive calls) in 19.868 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 elements.py:2360(ClauseList)
        1    0.000    0.000    0.000    0.000 elements.py:4062(Over)
        1    0.000    0.000    0.000    0.000 attr.py:428(_JoinedListener)
        1    0.000    0.000    0.000    0.000 schema.py:3926(PrimaryKeyConstraint)
        1    0.000    0.000    0.000    0.000 selectable.py:1575(AliasedReturnsRows)
        1    0.000    0.000    0.000    0.000 selectable.py:2044(CTE)
        1    0.000    0.000    0.000    0.000 _serialization.py:153(_KeySerializationEncryption)
        1    0.000    0.000    0.000    0.000 ed25519.py:16(Ed25519PublicKey)
        1    0.000    0.000    0.000    0.000 context.py:160(default_compile_options)
        8    0.000    0.000    0.000    0.000 evaluator.py:63(<genexpr>)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:134(__getattr__)
       18    0.000    0.000    0.000    0.000 cycler.py:170(change_key)
        1    0.000    0.000    0.000    0.000 font_manager.py:614(FontProperties)
        1    0.000    0.000    0.000    0.000 container.py:5(Container)
        1    0.000    0.000    0.000    0.000 axis3d.py:586(YAxis)
        1    0.000    0.000    0.000    0.000 axis3d.py:594(ZAxis)
        1    0.000    0.000    0.000    0.000 default.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _pep440.py:165(LegacyVersion)
        1    0.000    0.000    0.000    0.000 spot_goods_factor.py:24(TotalCommissionRatioFactor)
        1    0.000    0.000    0.000    0.000 extras.py:1545(__init__)
        6    0.000    0.000    0.000    0.000 typing.py:524(__eq__)
        1    0.000    0.000    0.000    0.000 csv.py:80(DictReader)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        9    0.000    0.000    0.000    0.000 accessor.py:114(delegate_names)
        1    0.000    0.000    0.000    0.000 _rvs_sampling.py:2(<module>)
        1    0.000    0.000    0.000    0.000 base.py:158(SingleDataManager)
        1    0.000    0.000    0.000    0.000 info.py:949(DataFrameTableBuilderVerbose)
        1    0.000    0.000    0.000    0.000 pytables.py:101(BinOp)
        1    0.000    0.000    0.000    0.000 memory_profiler.py:62(MemitResult)
        1    0.000    0.000    0.000    0.000 base_events.py:273(Server)
        1    0.000    0.000    0.000    0.000 windows_utils.py:81(PipeHandle)
        1    0.000    0.000    0.000    0.000 _pep440.py:140(__lt__)
        7    0.000    0.000    0.000    0.000 _util.py:650(_rename_parameter)
        1    0.000    0.000    0.000    0.000 _arrays.py:10(_sparray)
        1    0.000    0.000    0.000    0.000 doccer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:896(planck_gen)
        1    0.000    0.000    0.000    0.000 _interpolate.py:1478(BPoly)
        1    0.000    0.000    0.000    0.000 metadata.py:455(MetadataPathFinder)
        1    0.000    0.000    0.000    0.000 base.py:2544(RootTransaction)
        1    0.000    0.000    0.000    0.000 interfaces.py:793(on_connect_url)
        6    0.000    0.000    0.000    0.000 base.py:238(<genexpr>)
        1    0.000    0.000    0.000    0.000 url.py:419(difference_update_query)
        2    0.000    0.000    0.000    0.000 url.py:802(_sqla_url_unquote)
        1    0.000    0.000    0.000    0.000 ec.py:306(ECDSA)
        1    0.000    0.000    0.000    0.000 rsa.py:392(RSAPublicNumbers)
        1    0.000    0.000    0.000    0.000 interfaces.py:308(PropComparator)
        2    0.000    0.000    0.000    0.000 rcsetup.py:783(validate_hist_bins)
        1    0.000    0.000    0.000    0.000 lock.py:1(<module>)
        1    0.000    0.000    0.000    0.000 model.py:102(PrimitiveType)
        1    0.000    0.000    0.000    0.000 transforms.py:1080(TransformedBbox)
        4    0.000    0.000    0.000    0.000 core.py:3304(parseImpl)
       22    0.000    0.000    0.000    0.000 core.py:3361(<genexpr>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3474(_Backend)
        1    0.000    0.000    0.000    0.000 offsetbox.py:569(DrawingArea)
        2    0.000    0.000    0.000    0.000 base.py:3289(__getitem__)
        1    0.000    0.000    0.000    0.000 pymysql.py:45(MySQLDialect_pymysql)
        1    0.000    0.000    0.000    0.000 {pyarrow.lib.float32}
        7    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
       30    0.000    0.000    0.000    0.000 multiarray.py:664(result_type)
        2    0.000    0.000    0.000    0.000 _pep440.py:45(Infinity)
        8    0.000    0.000    0.000    0.000 pathlib.py:101(join_parsed_parts)
        8    0.000    0.000    0.000    0.000 getlimits.py:153(_register_type)
        1    0.000    0.000    0.000    0.000 ast.py:62(_raise_malformed_node)
       19    0.000    0.000    0.000    0.000 __init__.py:507(_parse_local_version)
        1    0.000    0.000    0.000    0.000 six.py:236(create_module)
        1    0.000    0.000    0.000    0.000 _common.py:267(tzrangebase)
        1    0.000    0.000    0.000    0.000 _parser.py:241(parserinfo)
        1    0.000    0.000    0.000    0.000 __init__.py:849(Handler)
        1    0.000    0.000    0.000    0.000 __init__.py:1355(_fixupChildren)
        1    0.000    0.000    0.000    0.000 __init__.py:1256(Manager)
       23    0.000    0.000    0.000    0.000 traceback.py:282(__len__)
        1    0.000    0.000    0.000    0.000 integer.py:159(Int8Dtype)
        1    0.000    0.000    0.000    0.000 _multivariate.py:5085(random_table_gen)
        1    0.000    0.000    0.000    0.000 _better_exceptions.py:96(ExceptionFormatter)
        1    0.000    0.000    0.000    0.000 numeric.py:387(UInt64Index)
        6    0.000    0.000    0.000    0.000 dataclasses.py:769(<listcomp>)
        1    0.000    0.000    0.000    0.000 csvs.py:130(_get_index_label_flat)
        4    0.000    0.000    0.000    0.000 _util.py:32(register_writer)
        1    0.000    0.000    0.000    0.000 _xlsxwriter.py:175(XlsxWriter)
        1    0.000    0.000    0.000    0.000 sasreader.py:35(ReaderBase)
        1    0.000    0.000    0.000    0.000 xml.py:60(_XMLFrameParser)
        1    0.000    0.000    0.000    0.000 protocols.py:9(BaseProtocol)
        1    0.000    0.000    0.000    0.000 reduction.py:33(ForkingPickler)
        1    0.000    0.000    0.000    0.000 argparse.py:1619(ArgumentParser)
        1    0.000    0.000    0.000    0.000 __init__.py:12(<listcomp>)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:3866(rv_sample)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:29(binom_gen)
        1    0.000    0.000    0.000    0.000 _morestats.py:2267(__init__)
        1    0.000    0.000    0.000    0.000 dao.py:15(IndexConstituentConfigDao)
        1    0.000    0.000    0.000    0.000 _collections.py:363(OrderedSet)
        1    0.000    0.000    0.000    0.000 _concurrency_py3k.py:141(AsyncAdaptedLock)
        1    0.000    0.000    0.000    0.000 langhelpers.py:1499(symbol)
        1    0.000    0.000    0.000    0.000 dml.py:175(InsertDMLState)
        1    0.000    0.000    0.000    0.000 sqltypes.py:1034(SchemaType)
        1    0.000    0.000    0.000    0.000 elements.py:4263(WithinGroup)
        1    0.000    0.000    0.000    0.000 util.py:781(ClauseAdapter)
        1    0.000    0.000    0.000    0.000 selectable.py:3310(SelectStatementGrouping)
        4    0.000    0.000    0.000    0.000 util.py:134(_distill_params_20)
        1    0.000    0.000    0.000    0.000 base.py:1113(__getattr__)
        1    0.000    0.000    0.000    0.000 queue.py:193(_put)
        1    0.000    0.000    0.000    0.000 utils.py:94(__init__)
        1    0.000    0.000    0.000    0.000 dh.py:146(DHParameters)
        1    0.000    0.000    0.000    0.000 ec.py:54(EllipticCurveSignatureAlgorithm)
        1    0.000    0.000    0.000    0.000 algorithms.py:61(Camellia)
        1    0.000    0.000    0.000    0.000 attributes.py:709(AttributeImpl)
        1    0.000    0.000    0.000    0.000 attributes.py:1308(CollectionAttributeImpl)
       13    0.000    0.000    0.000    0.000 instrumentation.py:91(<listcomp>)
        1    0.000    0.000    0.000    0.000 descriptor_props.py:402(Comparator)
        2    0.000    0.000    0.000    0.000 rcsetup.py:533(validate_bbox)
        1    0.000    0.000    0.000    0.000 _afm.py:358(AFM)
        1    0.000    0.000    0.000    0.000 widgets.py:576(RangeSlider)
        1    0.000    0.000    0.000    0.000 widgets.py:2635(ToolLineHandles)
        1    0.000    0.000    0.000    0.000 widgets.py:2743(ToolHandles)
        1    0.000    0.000    0.000    0.000 figure.py:56(_AxesStack)
        1    0.000    0.000    0.000    0.000 triangulation.py:6(Triangulation)
        2    0.000    0.000    0.000    0.000 base.py:3285(__init__)
        1    0.000    0.000    0.000    0.000 mysqldb.py:293(_detect_charset)
        1    0.000    0.000    0.000    0.000 {pyarrow.lib.utf8}
       13    0.000    0.000    0.000    0.000 {built-in method from_iterable}
        5    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        1    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 enum.py:44(_make_class_unpicklable)
        1    0.000    0.000    0.000    0.000 spot_goods_factor.py:1108(DailyAccumulatedLargeOrderRatioFactor)
        1    0.000    0.000    0.000    0.000 spot_goods_factor.py:103(TenGradeWeightedCommissionRatioFactor)
        1    0.000    0.000    0.000    0.000 spot_goods_factor.py:896(TotalCommissionRatioChangeRateFactor)
        5    0.000    0.000    0.000    0.000 opcode.py:51(jabs_op)
        1    0.000    0.000    0.000    0.000 tzfile.py:12(_byte_string)
        2    0.000    0.000    0.000    0.000 config.py:628(_get_registered_option)
       14    0.000    0.000    0.000    0.000 _common.py:9(__init__)
        6    0.000    0.000    0.000    0.000 __init__.py:1272(disable)
        1    0.000    0.000    0.000    0.000 pydoc.py:1038(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3667(__init__)
        1    0.000    0.000    0.000    0.000 _contextvars.py:4(load_contextvar_class)
        1    0.000    0.000    0.000    0.000 indexing.py:135(IndexingMixin)
        2    0.000    0.000    0.000    0.000 format.py:769(_is_in_terminal)
        1    0.000    0.000    0.000    0.000 accessors.py:48(Properties)
        1    0.000    0.000    0.000    0.000 groupby.py:975(__getattr__)
        1    0.000    0.000    0.000    0.000 html.py:169(_HtmlFrameParser)
        1    0.000    0.000    0.000    0.000 coroutines.py:36(CoroWrapper)
        1    0.000    0.000    0.000    0.000 sslproto.py:404(SSLProtocol)
        1    0.000    0.000    0.000    0.000 proactor_events.py:619(BaseProactorEventLoop)
        1    0.000    0.000    0.000    0.000 __init__.py:1282(Popen)
        1    0.000    0.000    0.000    0.000 _ode.py:103(ode)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:10107(studentized_range_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:112(bernoulli_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:265(nbinom_gen)
        1    0.000    0.000    0.000    0.000 _interpolate.py:1014(PPoly)
        1    0.000    0.000    0.000    0.000 _collections.py:144(Properties)
        2    0.000    0.000    0.000    0.000 metadata.py:362(__init__)
        1    0.000    0.000    0.000    0.000 compiler.py:2634(bindparam_string)
        1    0.000    0.000    0.000    0.000 sqltypes.py:524(Integer)
        1    0.000    0.000    0.000    0.000 elements.py:293(_cloned_set)
        1    0.000    0.000    0.000    0.000 elements.py:2800(Case)
        1    0.000    0.000    0.000    0.000 elements.py:4374(FunctionFilter)
        1    0.000    0.000    0.000    0.000 attr.py:198(_EmptyListener)
        1    0.000    0.000    0.000    0.000 util.py:158(TransactionalContext)
        4    0.000    0.000    0.000    0.000 url.py:161(_assert_str)
        1    0.000    0.000    0.000    0.000 cursor.py:45(CursorResultMetaData)
        1    0.000    0.000    0.000    0.000 base.py:24(CipherContext)
        1    0.000    0.000    0.000    0.000 cursors.py:281(fetchall)
        1    0.000    0.000    0.000    0.000 attributes.py:1120(ScalarObjectAttributeImpl)
        7    0.000    0.000    0.000    0.000 evaluator.py:44(<genexpr>)
        1    0.000    0.000    0.000    0.000 colors.py:2195(LightSource)
        1    0.000    0.000    0.000    0.000 ticker.py:1340(EngFormatter)
        1    0.000    0.000    0.000    0.000 transforms.py:1271(Transform)
        1    0.000    0.000    0.000    0.000 __init__.py:106(__version__)
        1    0.000    0.000    0.000    0.000 core.py:124(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:3911(Or)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3319(ToolContainerBase)
        1    0.000    0.000    0.000    0.000 _subplots.py:7(SubplotBase)
        9    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
        1    0.000    0.000    0.000    0.000 codecs.py:957(getencoder)
        1    0.000    0.000    0.000    0.000 __init__.py:257(<dictcomp>)
        8    0.000    0.000    0.000    0.000 parse.py:456(<genexpr>)
        1    0.000    0.000    0.000    0.000 spot_goods_factor.py:65(TenGradeCommissionRatioFactor)
        1    0.000    0.000    0.000    0.000 spot_goods_factor.py:478(CallAuctionSecondStageReturnVolatilityFactor)
        1    0.000    0.000    0.000    0.000 getlimits.py:32(MachArLike)
        1    0.000    0.000    0.000    0.000 socket.py:626(SocketIO)
        1    0.000    0.000    0.000    0.000 _internal.py:249(_ctypes)
       32    0.000    0.000    0.000    0.000 signal.py:17(<lambda>)
        1    0.000    0.000    0.000    0.000 algorithms.py:1256(SelectN)
        1    0.000    0.000    0.000    0.000 accessor.py:16(DirNamesMixin)
        1    0.000    0.000    0.000    0.000 string_.py:58(StringDtype)
        4    0.000    0.000    0.000    0.000 timedeltas.py:65(_field_accessor)
        1    0.000    0.000    0.000    0.000 blocks.py:1372(EABackedBlock)
        1    0.000    0.000    0.000    0.000 info.py:450(DataFrameInfo)
        1    0.000    0.000    0.000    0.000 ops.py:904(names)
        1    0.000    0.000    0.000    0.000 engines.py:47(AbstractEngine)
        1    0.000    0.000    0.000    0.000 contexts.py:216(RNGContext)
        1    0.000    0.000    0.000    0.000 c_parser_wrapper.py:47(CParserWrapper)
        1    0.000    0.000    0.000    0.000 _json.py:998(Parser)
        1    0.000    0.000    0.000    0.000 memory_profiler.py:892(MemoryProfilerMagics)
        2    0.000    0.000    0.000    0.000 _pep440.py:158(_compare)
        1    0.000    0.000    0.000    0.000 main.py:55(TestProgram)
        1    0.000    0.000    0.000    0.000 _kdtree.py:287(node)
        1    0.000    0.000    0.000    0.000 decorator.py:65(FunctionMaker)
        1    0.000    0.000    0.000    0.000 _trustregion.py:29(BaseQuadraticSubproblem)
        1    0.000    0.000    0.000    0.000 _nonlin.py:583(LowRankMatrix)
        1    0.000    0.000    0.000    0.000 _quadrature.py:157(cache_decorator)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:1452(yulesimon_gen)
        1    0.000    0.000    0.000    0.000 _locks_machinery.py:7(create_logger_lock)
        1    0.000    0.000    0.000    0.000 langhelpers.py:1335(_next)
        2    0.000    0.000    0.000    0.000 deprecations.py:71(deprecated_cls)
        1    0.000    0.000    0.000    0.000 events.py:670(DialectEvents)
        2    0.000    0.000    0.000    0.000 sqltypes.py:1911(__init__)
        1    0.000    0.000    0.000    0.000 sqltypes.py:2484(Comparator)
        1    0.000    0.000    0.000    0.000 elements.py:1157(WrapsColumnExpression)
        3    0.000    0.000    0.000    0.000 url.py:167(_assert_none_str)
        1    0.000    0.000    0.000    0.000 dsa.py:217(DSAPrivateNumbers)
        1    0.000    0.000    0.000    0.000 algorithms.py:195(ChaCha20)
        6    0.000    0.000    0.000    0.000 cursors.py:68(_check_executed)
        1    0.000    0.000    0.000    0.000 util.py:936(LoaderCriteriaOption)
        1    0.000    0.000    0.000    0.000 identity.py:16(__init__)
        1    0.000    0.000    0.000    0.000 events.py:2254(_set_dispatch)
        1    0.000    0.000    0.000    0.000 dependency.py:25(DependencyProcessor)
        2    0.000    0.000    0.000    0.000 __init__.py:44(__init__)
        1    0.000    0.000    0.000    0.000 shlex.py:19(shlex)
        1    0.000    0.000    0.000    0.000 transforms.py:84(TransformNode)
        7    0.000    0.000    0.000    0.000 unicode.py:9(__init__)
        1    0.000    0.000    0.000    0.000 core.py:2499(CaselessKeyword)
        1    0.000    0.000    0.000    0.000 core.py:4591(PrecededBy)
        1    0.000    0.000    0.000    0.000 _tight_bbox.py:1(<module>)
        1    0.000    0.000    0.000    0.000 widgets.py:3452(EllipseSelector)
        1    0.000    0.000    0.000    0.000 image.py:1024(NonUniformImage)
        1    0.000    0.000    0.000    0.000 __init__.py:61(ProjectionRegistry)
        1    0.000    0.000    0.000    0.000 _base.py:210(_process_plot_var_args)
        1    0.000    0.000    0.000    0.000 _base.py:1359(ArtistList)
        1    0.000    0.000    0.000    0.000 art3d.py:397(Patch3DCollection)
        1    0.000    0.000    0.000    0.000 layout_engine.py:27(LayoutEngine)
        1    0.000    0.000    0.000    0.000 nightclouds.py:1(<module>)
        1    0.000    0.000    0.000    0.000 blueskies.py:1(<module>)
        1    0.000    0.000    0.000    0.000 brasil.py:1(<module>)
        1    0.000    0.000    0.000    0.000 checkers.py:1(<module>)
        2    0.000    0.000    0.000    0.000 os.py:1082(__init__)
       10    0.000    0.000    0.000    0.000 types.py:132(_calculate_meta)
        6    0.000    0.000    0.000    0.000 functools.py:938(__set_name__)
        4    0.000    0.000    0.000    0.000 parse.py:624(unquote)
        1    0.000    0.000    0.000    0.000 spot_goods_factor.py:947(AmountAndCommissionRatioFactor)
        1    0.000    0.000    0.000    0.000 spot_goods_factor.py:1175(RollingAccumulatedLargeOrderRatioFactor)
        1    0.000    0.000    0.000    0.000 glob.py:23(iglob)
        1    0.000    0.000    0.000    0.000 spot_goods_factor.py:411(TwoCallAuctionStageDifferenceFactor)
        1    0.000    0.000    0.000    0.000 getlimits.py:364(finfo)
        3    0.000    0.000    0.000    0.000 index_tricks.py:316(__init__)
        4    0.000    0.000    0.000    0.000 polynomial.py:1217(_coeffs)
        1    0.000    0.000    0.000    0.000 _decorators.py:462(Appender)
        1    0.000    0.000    0.000    0.000 __init__.py:26(InfinityType)
        1    0.000    0.000    0.000    0.000 __init__.py:1756(LoggerAdapter)
        2    0.000    0.000    0.000    0.000 utils.py:215(__init__)
        1    0.000    0.000    0.000    0.000 floating.py:140(Float32Dtype)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1417(dirichlet_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3016(multinomial_gen)
        1    0.000    0.000    0.000    0.000 configparser.py:297(ParsingError)
        1    0.000    0.000    0.000    0.000 _file_sink.py:138(FileSink)
        1    0.000    0.000    0.000    0.000 describe.py:142(DataFrameDescriber)
        1    0.000    0.000    0.000    0.000 common.py:926(_BufferedWriter)
        1    0.000    0.000    0.000    0.000 grouper.py:841(is_in_axis)
        1    0.000    0.000    0.000    0.000 grouper.py:858(is_in_obj)
        1    0.000    0.000    0.000    0.000 expr.py:783(Expr)
        1    0.000    0.000    0.000    0.000 sslproto.py:36(_SSLPipe)
        1    0.000    0.000    0.000    0.000 selector_events.py:605(_SelectorTransport)
        1    0.000    0.000    0.000    0.000 selector_events.py:749(_SelectorSocketTransport)
        1    0.000    0.000    0.000    0.000 tracemalloc.py:68(StatisticDiff)
        1    0.000    0.000    0.000    0.000 _ccallback.py:26(LowLevelCallable)
        1    0.000    0.000    0.000    0.000 difflib.py:1696(HtmlDiff)
        1    0.000    0.000    0.000    0.000 loader.py:77(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:1961(clear_and_catch_warnings)
        1    0.000    0.000    0.000    0.000 _interface.py:690(_PowerLinearOperator)
        1    0.000    0.000    0.000    0.000 _ode.py:1110(dopri5)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2371(truncweibull_min_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:9555(crystalball_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:454(hypergeom_gen)
        1    0.000    0.000    0.000    0.000 _handler.py:29(Handler)
        1    0.000    0.000    0.000    0.000 roles.py:84(GroupByRole)
        1    0.000    0.000    0.000    0.000 compiler.py:148(<setcomp>)
        1    0.000    0.000    0.000    0.000 base.py:607(get_connection)
        1    0.000    0.000    0.000    0.000 default.py:391(get_pool_class)
        1    0.000    0.000    0.000    0.000 ec.py:443(EllipticCurvePrivateNumbers)
        1    0.000    0.000    0.000    0.000 x25519.py:12(X25519PublicKey)
        1    0.000    0.000    0.000    0.000 interfaces.py:567(StrategizedProperty)
        1    0.000    0.000    0.000    0.000 events.py:28(InstrumentationEvents)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:358(PngStream)
        2    0.000    0.000    0.000    0.000 scale.py:694(get_scale_names)
        1    0.000    0.000    0.000    0.000 transforms.py:1680(TransformWrapper)
        2    0.000    0.000    0.000    0.000 results.py:418(__getattr__)
        1    0.000    0.000    0.000    0.000 classic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <string>:1(_generated_cache_key_traversal)
        1    0.000    0.000    0.000    0.000 {pyarrow.lib.uint32}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.set_typeDict}
        2    0.000    0.000    0.000    0.000 {method 'tobytes' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 _collections_abc.py:367(__subclasshook__)
        2    0.000    0.000    0.000    0.000 _pep440.py:135(_BaseVersion)
        1    0.000    0.000    0.000    0.000 spot_goods_factor.py:1273(OverNightYieldFactor)
        1    0.000    0.000    0.000    0.000 spot_goods_factor.py:247(RisingStockRatioFactor)
        2    0.000    0.000    0.000    0.000 core.py:6583(__setattr__)
        1    0.000    0.000    0.000    0.000 _decorators.py:415(Substitution)
        1    0.000    0.000    0.000    0.000 __init__.py:58(NegativeInfinityType)
        1    0.000    0.000    0.000    0.000 calendar.py:72(<listcomp>)
        1    0.000    0.000    0.000    0.000 subprocess.py:165(STARTUPINFO)
        1    0.000    0.000    0.000    0.000 _parser.py:394(_ymd)
        1    0.000    0.000    0.000    0.000 string.py:80(Template)
        2    0.000    0.000    0.000    0.000 traceback.py:243(__init__)
        1    0.000    0.000    0.000    0.000 filesystem.py:381(S3FSWrapper)
        8    0.000    0.000    0.000    0.000 methods.py:68(<genexpr>)
        1    0.000    0.000    0.000    0.000 integer.py:166(Int16Dtype)
        1    0.000    0.000    0.000    0.000 _colorama.py:1(<module>)
        1    0.000    0.000    0.000    0.000 format.py:268(SeriesFormatter)
        1    0.000    0.000    0.000    0.000 construction.py:740(_get_axes)
        2    0.000    0.000    0.000    0.000 grouper.py:805(<genexpr>)
        1    0.000    0.000    0.000    0.000 parquet.py:110(BaseImpl)
        1    0.000    0.000    0.000    0.000 pytables.py:268(FilterBinOp)
        1    0.000    0.000    0.000    0.000 events.py:99(TimerHandle)
        1    0.000    0.000    0.000    0.000 proactor_events.py:46(_ProactorBasePipeTransport)
        1    0.000    0.000    0.000    0.000 context.py:226(DefaultContext)
        1    0.000    0.000    0.000    0.000 _ode.py:1238(lsoda)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1368(chi2_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2793(genextreme_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4281(geninvgauss_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:8836(truncpareto_gen)
        1    0.000    0.000    0.000    0.000 _polyint.py:17(_Interpolator1D)
        8    0.000    0.000    0.000    0.000 langhelpers.py:1283(coerce_kw_type)
        2    0.000    0.000    0.000    0.000 langhelpers.py:1440(__init__)
        2    0.000    0.000    0.000    0.000 deprecations.py:29(_warn_with_version)
        1    0.000    0.000    0.000    0.000 deprecations.py:87(deprecated_20_cls)
        1    0.000    0.000    0.000    0.000 traversals.py:335(CacheKey)
        1    0.000    0.000    0.000    0.000 sqltypes.py:946(_Binary)
        1    0.000    0.000    0.000    0.000 sqltypes.py:2014(_AbstractInterval)
        1    0.000    0.000    0.000    0.000 elements.py:2206(Null)
        1    0.000    0.000    0.000    0.000 elements.py:5093(_IdentifiedClause)
        1    0.000    0.000    0.000    0.000 schema.py:121(SchemaItem)
       13    0.000    0.000    0.000    0.000 schema.py:3356(<listcomp>)
        1    0.000    0.000    0.000    0.000 selectable.py:4791(_MemoizedSelectEntities)
        1    0.000    0.000    0.000    0.000 log.py:81(InstanceLogger)
        2    0.000    0.000    0.000    0.000 events.py:45(_accept_with)
        1    0.000    0.000    0.000    0.000 base.py:1104(cursor)
        4    0.000    0.000    0.000    0.000 cursor.py:198(<listcomp>)
        1    0.000    0.000    0.000    0.000 result.py:1515(MappingResult)
        1    0.000    0.000    0.000    0.000 connections.py:72(_lenenc_int)
        4    0.000    0.000    0.000    0.000 utils.py:87(__init__)
        1    0.000    0.000    0.000    0.000 dsa.py:15(DSAParameters)
        1    0.000    0.000    0.000    0.000 utils.py:14(Prehashed)
        1    0.000    0.000    0.000    0.000 CLIENT.py:2(<module>)
        1    0.000    0.000    0.000    0.000 strategy_options.py:687(_UnboundLoad)
        1    0.000    0.000    0.000    0.000 util.py:1694(_ORMJoin)
        1    0.000    0.000    0.000    0.000 __init__.py:173(check_getitem)
        2    0.000    0.000    0.000    0.000 rcsetup.py:435(validate_ps_distiller)
        1    0.000    0.000    0.000    0.000 colors.py:948(LinearSegmentedColormap)
        1    0.000    0.000    0.000    0.000 Image.py:3354(register_extensions)
        1    0.000    0.000    0.000    0.000 ImageFile.py:345(Parser)
        1    0.000    0.000    0.000    0.000 scale.py:751(<listcomp>)
        1    0.000    0.000    0.000    0.000 transforms.py:2182(BlendedGenericTransform)
        1    0.000    0.000    0.000    0.000 core.py:2863(Char)
        1    0.000    0.000    0.000    0.000 core.py:3321(White)
        1    0.000    0.000    0.000    0.000 core.py:4177(Each)
        1    0.000    0.000    0.000    0.000 core.py:4714(NotAny)
        1    0.000    0.000    0.000    0.000 core.py:4907(Opt)
        1    0.000    0.000    0.000    0.000 rrule.py:94(rrulebase)
        1    0.000    0.000    0.000    0.000 collections.py:979(PathCollection)
        1    0.000    0.000    0.000    0.000 _mathtext.py:466(UnicodeFonts)
        2    0.000    0.000    0.000    0.000 legend_handler.py:310(__init__)
        1    0.000    0.000    0.000    0.000 tricontour.py:8(TriContourSet)
        1    0.000    0.000    0.000    0.000 polar.py:150(InvertedPolarTransform)
        1    0.000    0.000    0.000    0.000 polar.py:442(_ThetaShift)
        1    0.000    0.000    0.000    0.000 polar.py:692(_WedgeBbox)
        1    0.000    0.000    0.000    0.000 art3d.py:492(Path3DCollection)
        1    0.000    0.000    0.000    0.000 mike.py:1(<module>)
        1    0.000    0.000    0.000    0.000 binance.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ibd.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        8    0.000    0.000    0.000    0.000 enum.py:393(<genexpr>)
        3    0.000    0.000    0.000    0.000 sre_parse.py:288(seek)
        1    0.000    0.000    0.000    0.000 spot_goods_factor.py:1247(DeltaTotalCommissionRatioFactor)
        1    0.000    0.000    0.000    0.000 spot_goods_factor.py:1749(DailyRisingStockRatioFactor)
        1    0.000    0.000    0.000    0.000 spot_goods_factor.py:194(FiveGradeWeightedCommissionRatioFactor)
        1    0.000    0.000    0.000    0.000 index_tricks.py:252(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:213(UTC)
        1    0.000    0.000    0.000    0.000 tz.py:201(tzlocal)
        1    0.000    0.000    0.000    0.000 six.py:205(load_module)
        1    0.000    0.000    0.000    0.000 calendar.py:546(different_locale)
        1    0.000    0.000    0.000    0.000 base.py:394(StorageExtensionDtype)
        1    0.000    0.000    0.000    0.000 traceback.py:318(StackSummary)
        1    0.000    0.000    0.000    0.000 queue.py:27(Queue)
        1    0.000    0.000    0.000    0.000 cast.py:715(_ensure_dtype_type)
        1    0.000    0.000    0.000    0.000 docscrape.py:30(Reader)
        1    0.000    0.000    0.000    0.000 categorical.py:2722(CategoricalAccessor)
        1    0.000    0.000    0.000    0.000 _qmc.py:2119(MultinomialQMC)
